2020-10-21 19:25:32	sent: *SEND_MSG,P3_GROUP_24,P3_GROUP_1,please fix your connected message#
2020-10-22 16:58:23	sent: *SEND_MSG,NUMBER,P3_GROUP_1,HELLO FROM HILMAR#
2020-10-22 16:58:23	sent: *SEND_MSG,P3_GROUP_16,P3_GROUP_1,HELLO FROM HILMAR#
2020-10-22 16:59:12	sent: *SEND_MSG,P3_GROUP_47,P3_GROUP_1,HELLO FROM HILMAR#
2020-10-22 17:00:11	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_1_home, hello fbrom nbbg kris#
2020-10-22 17:00:28	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16, Hello Hilmar. This is Gummi.#
2020-10-22 17:03:20	received: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:03:20	received: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:03:20	received: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:03:25	sent: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:03:25	sent: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:03:25	sent: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:03:25	received: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:03:25	received: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:03:25	received: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:05:12	sent: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:05:12	sent: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:05:12	sent: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:05:12	received: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:05:12	received: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:05:12	received: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:11:49	sent: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:11:49	sent: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:11:49	sent: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:11:49	received: *SEND_MSG,P3_GROUP_1,ORACLE,HELLO FROM HILMAR#
2020-10-22 17:11:49	received: *SEND_MSG,P3_GROUP_1,Instructor_2,HELLO FROM HILMAR#
2020-10-22 17:11:49	received: *SEND_MSG,P3_GROUP_1,NUMBER,HELLO FROM HILMAR#
2020-10-22 17:45:55	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_47,do you copy#
2020-10-22 17:48:05	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_47,do you copy#
2020-10-22 17:48:05	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_47,do you copy#
2020-10-22 17:50:42	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_47,do you copy#
2020-10-22 17:50:42	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_47,do you copy#
2020-10-22 17:54:27	sent: *SEND_MSG,P3_GROUP_47,P3_GROUP_1, copy?#
2020-10-22 18:01:44	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:06:51	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:06:51	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:08:03	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:13:08	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:13:08	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:13:08	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:13:08	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:19:28	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:19:28	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:19:28	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:19:28	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:25:39	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:25:39	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:25:39	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:25:39	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:31:47	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:31:47	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:31:47	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:31:47	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:37:55	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:37:55	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:37:55	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:37:55	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:43:55	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:43:55	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:43:55	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:43:55	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:50:09	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:50:09	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:50:09	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:50:09	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:52:25	sent: *SEND_MSG,P3_GROUP_59,P3_GROUP_1, send me a message for some seczhuan souce#
2020-10-22 18:56:30	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:56:30	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:56:30	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 18:56:30	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 18:59:31	sent: *SEND_MSG,P3_GROUP_59,P3_GROUP_1, send me a message for some seczhuan souce#
2020-10-22 19:02:19	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:02:19	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:02:33	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:02:33	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:08:24	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:08:24	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:08:24	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:08:24	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:14:38	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:14:38	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:14:38	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:14:38	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:20:31	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:20:31	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:20:31	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:20:31	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:25:16	sent: *SEND_MSG,P3_GROUP_59,P3_GROUP_1, send me a message for some seczhuan souce#
2020-10-22 19:26:31	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:26:31	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:26:31	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Hello#
2020-10-22 19:26:31	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_39, Good evening!
#
2020-10-22 19:28:55	sent: *SEND_MSG,NUMBER,GROUP_53,SEND THIS TO NUMBER#
2020-10-22 19:29:31	sent: *SEND_MSG,P3_GROUP_59,P3_GROUP_1, send me a message for some seczhuan souce#
2020-10-22 19:29:52	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_40,Hello from RVK, If you recv this msg please send a message back to me :)#
2020-10-22 19:40:07	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Group 1 do you copy?#
2020-10-22 19:45:01	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Group 1 do you copy?#
2020-10-22 19:45:01	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_16,Group 1 do you copy?#
2020-10-23 00:30:03	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 00:45:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 00:48:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 00:48:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited, whereas 
 imagination embraces the entire world, stimulating progress, giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:51:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 00:51:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed, most experts agree, is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 00:54:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited, whereas 
 imagination embraces the entire world, stimulating progress, giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:54:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 00:57:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 00:57:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed, most experts agree, is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited, whereas 
 imagination embraces the entire world, stimulating progress, giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed, most experts agree, is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited, whereas 
 imagination embraces the entire world, stimulating progress, giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 00:57:13	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed, most experts agree, is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 00:57:16	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:00:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

The Internet Oracle has pondered your question deeply. Your question was:
  What's up, Doc? 
And in response, thus spake the Oracle:
  The price of duck feathers for insulating cold-weather jackets and
  comfy sleeping bags has increased over the past 50 years. Down is up. #
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:03:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

The Internet Oracle has pondered your question deeply. Your question was:
  What's up, Doc? 
And in response, thus spake the Oracle:
  The price of duck feathers for insulating cold-weather jackets and
  comfy sleeping bags has increased over the past 50 years. Down is up. #
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 01:03:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 01:09:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 01:09:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
abcc7832a1bfe0a79b84a31494c6379b#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
5a6f972f80665bd21d1848ff6f768469#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,NUMBER,
c13d88cb4cb02003daedb8a84e5d272a#
2020-10-23 01:15:05	sent: *SEND_MSG,P3_GROUP_1,ORACLE,

“The most likely way for the world to be destroyed most experts agree is by accident. 
That’s where we come in: we’re computer professionals. We cause accidents.”
– Nathaniel Borenstein #
2020-10-23 01:15:05	received: *SEND_MSG,P3_GROUP_1,P3_GROUP_51,HÆ group 1#
2020-10-23 01:15:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
036e3491ba499df64611c82b6bcdd37d#
2020-10-23 01:15:05	received: *SEND_MSG,P3_GROUP_1,NUMBER,
37c09709af3da468f7a1bc723e943ec7#
2020-10-23 01:15:05	received: *SEND_MSG,P3_GROUP_1,ORACLE,

“Imagination is more important than knowledge.  For knowledge is limited whereas 
 imagination embraces the entire world stimulating progress giving birth to evolution.”
— Albert Einstein #
